,sbj0,sbj1,sbj2,sbj3,sbj4,sbj5,sbj6,sbj7,sbj8
высокое,0.000325998524204,0.000282671942841,0.000956313684583,0.000551289587747,0.00090524769621,0.00174937013071,0.00172966078389,0.000802380440291,0.000591652293224
фундаментальный,0.00166596716736,0.00011119179544,3.44985855918e-05,0.00150251039304,4.74808712567e-16,0.000251333462074,0.000254753947956,0.000173999651452,6.13806054595e-12
начльной,1.28721946296e-12,4.57841088064e-05,0.0,4.80662239628e-16,0.0,0.0,0.0,0.0,0.0
контейнеровоз,0.0,5.35613537522e-07,0.0,0.0,0.0,8.19332999527e-05,0.0,0.0,6.62182656798e-13
интегрирование,4.49888260326e-12,8.95441480679e-05,0.0,0.000273266836302,4.65479351988e-05,0.0,2.66749029834e-05,0.0,1.91229246411e-05
пожелание,0.000224515373702,9.76838782663e-05,2.60988417722e-05,2.93533958029e-06,1.95833817912e-11,4.55926528957e-05,2.65770751184e-07,0.0,0.0
фазированных,6.04771857593e-11,7.42017697286e-11,0.0,0.000164536948432,0.0,0.0,0.0,4.86171484226e-05,0.0
югозападного,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90404158254e-12
противоречить,9.35001371545e-05,1.79789879307e-15,6.13055453869e-05,0.000150030813529,0.000172766129253,8.18121225166e-06,8.64953744895e-06,2.63922611339e-05,0.0
поставлять,2.60608530311e-08,0.000119320793601,0.0,8.23310620035e-06,1.2203463795e-09,0.000192649196833,0.0,0.0,0.000125963997561
локальный,0.0088078668341,2.58744581316e-08,8.68163295854e-16,8.97466208016e-08,2.41659261491e-08,2.82293444798e-06,5.17001233491e-11,3.19046705721e-10,0.00550971226767
внутрипластовой,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
γalo,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
буранрубеж,0.0,0.0,0.0,0.0,4.89362500957e-05,0.0,0.0,0.0,0.0
desktop,1.179312114e-15,0.0,0.0,0.0,4.89362500957e-05,2.32497203252e-15,0.0,0.0,0.0
солитон,7.11884717841e-11,3.08440512714e-12,0.0,3.51002118538e-14,0.0,0.0,0.0,0.0,4.91132814204e-05
фоторезистивной,8.01286391839e-16,0.0,0.0,0.0,2.5006077764e-10,0.0,0.0,0.0,4.91131031595e-05
вознирис,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
zi,0.0,1.00482404515e-12,0.0,0.0,0.0,0.0,4.37608287029e-05,0.0,0.0
полынья,0.0,0.0,0.0,0.0,9.78725147434e-05,0.0,0.0,0.0,0.0
двухэтажный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91133469041e-05
раздеть,5.2438675624e-08,0.0001687687909,6.12403891864e-05,0.000545189599507,6.21170984232e-05,8.83898319444e-05,6.41476071905e-05,9.94551519398e-05,0.000116590112157
анализировать,0.000832378922496,0.000599447346758,0.000228741933824,0.000580224965233,1.34115859558e-14,0.000514234299771,1.42473368214e-07,3.47948080162e-05,0.000117421441246
отрезковам,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
инициировать,8.38168052724e-05,5.58775209356e-05,5.1194729167e-05,0.000561557943001,1.5197000991e-08,7.35312496545e-05,1.7973343347e-07,5.1829701988e-05,0.000348968809703
тсж,0.0,0.0,0.0,0.0,0.0,4.12076842622e-05,0.0,0.0,0.0
затруднить,0.000306717556668,7.50757180867e-06,0.000296886835713,4.30844337984e-09,0.000202937531867,7.57418590069e-08,8.3076840383e-05,0.000112422480015,7.18799575417e-10
турбоустановки,0.0,0.0,7.89528442624e-10,0.0,0.0,0.0,0.0,1.84199913996e-15,0.000294679484796
инвестиция,0.00016091010184,5.71793691506e-07,0.000330805487465,0.000849720148835,1.80401475008e-11,0.00192480999976,1.63743607118e-06,1.04346302432e-10,3.32195604358e-09
эстет,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
сцепной,0.0,0.0,0.000134109752253,0.0,4.09939857491e-05,0.0,0.0,0.0,0.0
результативный,6.33406525594e-05,6.54581672279e-05,0.000128872765345,0.0,4.97556986931e-12,0.000231899888604,1.34439742396e-05,0.0,6.63319515297e-05
субмикроструктур,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201181982e-05,0.0
микромеханический,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пресспоршнями,0.0,0.0,0.0,5.36438819836e-05,0.0,0.0,0.0,2.77892778233e-11,0.0
utmxlx,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
серверная,4.84879514318e-09,0.000183120064321,0.0,0.0,1.29564927676e-08,0.0,0.0,0.0,0.0
signalised,0.0,0.0,0.0,0.0,9.78725074674e-05,0.0,0.0,0.0,0.0
проектноконструкторских,0.0,2.72909928754e-05,0.0,5.97800490547e-15,0.0,5.78522885917e-05,0.0,0.0,0.0
hypervisor,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
докладчик,0.0,0.0,6.03505286563e-05,2.03307951529e-13,0.0,8.35258106235e-05,0.0,0.0,0.0
презентация,1.66802958402e-15,9.26288121263e-05,7.01645616608e-11,7.65065124142e-06,1.73564913553e-08,0.000173388267285,4.99356147543e-08,8.54439640534e-05,4.84102456539e-05
распознаваемость,0.000104952494439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
научнотехнической,6.64654089633e-06,0.000213030099985,1.44999019302e-12,0.000516958592925,0.000283699919237,0.000666589359753,2.3075294564e-07,0.000278088409686,0.000160555777256
видео,0.0,0.00125146226492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
удаленно,7.41075273254e-05,7.26955040591e-05,0.0,0.0,0.0,2.20829197349e-15,0.0,0.0,0.0
движительный,5.24762472196e-05,2.95653902564e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
кольцевой,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119310582522
опубликование,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
учебнометодические,0.0,9.15682030609e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
освещать,0.0,1.92309023621e-16,0.0,0.0,0.0,4.13160596509e-05,4.36457339674e-05,0.0,0.0
разрабатываться,0.000627714383882,0.00086295400979,0.000490600592457,0.000180290400749,0.00029905163683,0.000163290926139,7.24653582438e-05,9.75876810116e-06,9.52262482201e-08
пошаговое,8.54643644743e-09,4.57766436739e-05,0.0,0.0,0.0,1.06595903098e-14,0.0,0.0,0.0
спицованных,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
нитрокраска,0.0,0.0,0.0,0.0,4.89362573717e-05,0.0,0.0,0.0,1.91928652888e-16
интерактивное,6.24354568046e-10,4.57835594716e-05,0.0,0.0,0.0,1.41908585967e-15,0.0,0.0,0.0
изученность,0.0,0.0,6.08956142969e-05,5.37705418537e-05,0.0,5.95464677566e-10,0.0,0.0,4.98885492561e-05
всетаки,6.56073825667e-06,2.36058460105e-14,0.000191075378098,0.0,0.0,7.89447949501e-05,3.82701691706e-05,0.0,4.93045481562e-05
болонскую,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
администрирование,2.74015632407e-09,4.61434865429e-05,0.0,5.32187332283e-05,0.0,9.95374560553e-10,0.0,0.0,0.0
маневрировать,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
издержка,7.70631449996e-05,1.20229378808e-06,5.12370479555e-06,2.5173708309e-06,1.7407963634e-13,0.00180400931276,5.86952810409e-05,8.21138458878e-13,1.25695214592e-05
варандейский,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
расшириться,1.26359157462e-16,0.0,0.0,0.0,3.08304988721e-05,0.0,1.5797028027e-05,0.0,4.95554158988e-05
френкеля,0.0,0.0,0.0,0.0,0.0,1.84778187624e-14,4.3760821427e-05,0.0,0.0
issues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201181982e-05,0.0
энергоресурсов,0.00026033463655,3.99430755351e-05,2.29643787481e-16,1.22375868159e-05,1.27914720234e-16,4.88149016746e-05,0.000163630465977,0.0,4.98326444358e-05
минимизировать,0.000134310874273,0.000331580406055,1.06539686795e-10,0.00023103338026,7.32429592779e-14,0.000243139002123,2.57025791709e-13,0.000105735904071,0.000292835989967
питательный,0.0,0.0,0.00746162701398,0.0,3.35289257691e-07,0.0,0.0,0.0,2.90549081683e-07
недеформируемый,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
переиначить,5.16150248586e-05,0.0,0.0,8.80390700786e-07,0.0,0.0,0.0,0.0,0.0
start,0.0,0.0,0.0,2.24849609418e-12,0.0,0.0,0.0,5.21201145602e-05,0.0
азс,0.0,3.70099733118e-05,0.0,0.0,0.0,1.67863189542e-15,9.59065946518e-05,1.71434111351e-09,0.0
сточный,0.000540844979696,0.0,8.19527340354e-05,7.9338078649e-06,0.0,0.000129033986013,0.000102727550257,7.97663858521e-07,0.000183202035259
метаболизируется,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
литр,0.0,0.000134843881824,0.0,0.0,9.59615572356e-05,0.0,4.78672336612e-05,0.0,2.81307122778e-13
распознавать,4.01531360694e-05,0.000122928060591,7.18052469892e-05,2.15588613628e-08,0.0,3.15344124147e-08,1.71093124663e-05,0.0,0.0
mscadamscar,0.0,0.0,0.0,0.0,0.0,0.0,0.00111543573439,0.0,0.0
метеоусловиями,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
−𝜆,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
стагнирующие,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
распознавание,0.000577016733587,0.00132634700276,0.000177966314368,0.00156398606487,2.41601173911e-05,1.30799035105e-05,9.62309059105e-05,1.24676365152e-12,4.93229768139e-09
физикомеханическим,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
впрыск,0.0,0.0,0.0,0.0,0.0,0.0,0.00223087146878,0.0,0.0
сенаж,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
mining,2.36552357563e-11,0.000274704623735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qн,0.0,1.29618396016e-08,0.0,0.0,0.0,0.0,4.37484341091e-05,0.0,0.0
нейронной,0.0,0.000622046180069,1.99368732865e-05,0.0,1.65553792613e-05,0.0,4.46874253157e-07,3.41820268659e-05,4.30691443398e-06
uml,0.0,4.0601191853e-10,0.0,0.0,0.0,0.0,8.75212572282e-05,0.0,0.0
системогенез,0.0,0.0,0.0,5.19671528032e-10,0.0,0.0,4.37603957835e-05,0.0,0.0
бинари,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стеариновый,0.0,0.0,0.0,0.0,4.75044325867e-05,0.0,0.0,0.0,0.000148777064169
независимость,1.91863911425e-08,8.41802647554e-13,5.50945915165e-05,8.02106211312e-12,2.56959260659e-15,0.000168084865436,5.56303758614e-09,1.28043327052e-08,5.06841897732e-05
программноаппаратному,3.97033954869e-06,1.48880144324e-11,0.0,0.0,4.52337299066e-05,8.07098816626e-15,0.0,0.0,0.0
перевозчик,5.44973627257e-05,4.21651020588e-05,0.000131797845825,0.0,0.0,3.7725934817e-05,0.0,0.0,0.0
хрусталь,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
съем,7.3974209954e-05,0.0,0.0,1.57004433277e-06,5.31936566404e-05,4.73922179278e-10,0.0,7.6827724115e-05,0.0
нкмт,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
зации,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
нормативноправовые,5.29354401806e-05,0.0,0.0,5.3174484492e-05,0.0,6.95387020536e-12,2.39219625012e-12,0.0,0.0
нарушитель,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
букса,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
estonian,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
ecorunner,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
швейцер,0.0,0.0,0.000109270862595,0.0,0.0,0.0,0.0,0.0,1.1698209164e-05
пиксели,0.0,0.000137352311867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
водителиновички,0.0,0.0,0.0,0.0,4.89362537337e-05,0.0,0.0,0.0,0.0
согласующего,0.0,0.0,0.0,3.77570286147e-09,0.0,0.0,0.0,0.0,9.82232377282e-05
univ,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
production,0.0,9.21969985939e-05,5.96576228418e-07,8.20855605778e-16,0.0,9.82596851107e-11,4.36476839241e-05,0.0,9.72066263785e-05
грейс,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137421232648,0.0
google,0.00014039882808,3.92245784464e-11,0.000237203537836,0.000295559992082,0.0,4.0809802158e-05,0.0,3.61583540887e-11,0.0
м²с,0.0,0.0,6.20218197582e-05,0.0,0.0,0.0,0.0,0.0,2.66971150048e-11
майкла,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
подразумевать,8.90540686669e-05,0.000518227694556,0.000142577642691,0.000729186460376,8.09851044323e-05,0.000324513122905,6.38159908704e-05,5.09291930939e-05,5.53354220756e-05
бод,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
утоньшения,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joomla,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
зтдс,0.0,0.0,0.0,0.0,0.0,1.6363824087e-13,0.000131282475195,0.0,0.0
клтс,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00357931759208
толщина,2.21168811549e-05,0.000185404293006,0.000204439464142,0.000694101618137,5.27501033503e-05,0.000145874058944,0.00273209321313,0.00282758078538,0.000932767638005
мощностных,0.0,0.0,0.0,0.0,0.0,0.0,4.25851749242e-06,0.0,0.00118855072651
суперпозиции,0.0,4.59750481241e-05,0.0,7.45695866167e-12,0.0,0.0,0.0,0.0,4.89085141453e-05
удаление,0.000124973332277,0.000272975565167,0.000381184014259,0.000111192537588,3.5800760088e-05,0.000265749491518,0.000276316801319,0.000458865455585,6.80877428749e-06
эксцентриситет,0.0,0.0,0.0,0.0,6.13639786025e-05,0.0,0.0,0.0,3.66406347894e-05
зольность,0.0,0.0,0.000124043697724,0.0,0.0,0.0,5.29618883471e-13,0.0,0.0
ставиться,5.74466696435e-10,0.000203243500437,0.000247052375926,0.000293295510346,6.94293048582e-05,8.82174863364e-05,0.0,0.000106397594209,7.41164694773e-05
прокручивание,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
доп,0.000135902111651,2.80128406303e-05,0.0,9.66991356108e-05,0.0,7.86441596574e-05,3.06452275254e-05,2.99300663755e-05,3.99161290261e-05
моторный,0.0,0.0,0.00502043869346,0.0,0.000212900617043,0.00547610688955,8.36171931695e-09,0.0,0.0
сгораемый,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
упругодемпфирующие,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
нейрон,0.0,0.00064097676659,9.94573090551e-10,0.0,8.42334101775e-12,0.0,0.0,0.0,0.0
роликииголки,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
расплавляться,0.0,0.0,0.0,0.0,1.48367134898e-05,2.15352957689e-10,1.1228222345e-11,8.84379333002e-05,0.0
металлографический,0.0,1.49443866028e-13,0.0,5.42322432893e-14,0.0,0.0,0.000398042320739,6.39158770355e-07,9.29163797991e-05
заведенийим,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
лезин,0.0,0.0,0.00186563632451,0.0,0.0,0.0,0.0,0.0,0.0
проектировать,7.69111647969e-05,0.000479370180983,0.000126835133415,0.0,0.000341995357303,7.51229526941e-05,2.10894168795e-09,4.06161181077e-11,0.000599548802711
системный,3.04556575272e-12,0.0,0.0,0.00611421419308,0.0,2.58895173095e-13,1.59648971021e-06,0.0,0.0
“выброса”,0.0,0.0,0.0,5.36439038115e-05,2.02819769172e-14,0.0,0.0,0.0,0.0
инцидент,7.96147432993e-05,6.6554634941e-06,0.000301988300635,0.0,0.0,1.92582810996e-05,0.0,0.0,5.23968886057e-08
зашумленными,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
фокусный,0.0,0.000137352311867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
february,0.0,7.09196168458e-09,6.20291029918e-05,0.0,0.0,0.0,0.0,5.21059591847e-05,0.0
slunyaev,0.0,9.15682030609e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
девяностый,0.0,0.0,0.0,5.36439074494e-05,0.0,3.5878370858e-14,0.0,0.0,0.0
авария,0.000541158136912,0.00033379564411,0.000146919090184,2.4275487176e-10,0.000282401510049,2.53502494161e-05,0.000195646178327,0.000147567494423,0.00311084021814
waterway,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
полого,0.0,0.0,0.0,0.0,0.0,0.0,4.3760817789e-05,0.0,0.0
нейронная,0.0,0.000389014836401,9.50313300274e-11,0.0,7.35641515348e-05,0.0,4.4678968858e-10,3.36869317163e-11,0.0
обучиться,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
уплотнённого,0.0,5.00877527947e-16,1.03188084145e-15,0.0,0.00134724995587,0.0,1.25414643948e-11,0.0,2.38384955739e-16
санкционировать,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
акуумуляторной,0.0,0.0,0.0,0.0,0.00134724995587,0.0,0.0,0.0,0.0
рефлексивность,0.0,0.0,8.87110651604e-09,0.0,0.0,0.0,0.0,0.0,4.91063292429e-05
urbas,0.0,1.10132462588e-15,0.0,0.0,9.78725074674e-05,0.0,0.0,0.0,0.0
задолго,0.0,5.85834459343e-06,8.17497711978e-05,0.0,2.11296746159e-13,0.0,0.0,2.88726696454e-05,0.0
высокодисперсных,0.0,0.0,0.0,0.0,0.0,2.69829888566e-05,0.0,7.01117314748e-05,0.0
антропогенный,5.59236032132e-05,4.86646531499e-05,0.0,3.91819230572e-05,4.51918385806e-05,0.000136360060424,2.45837545663e-05,7.0185327786e-05,1.15110054821e-09
сдр,0.0,0.0,0.0,5.36439074494e-05,0.0,0.0,0.0,0.0,0.0
работоспособность,5.68679897697e-05,7.32256303309e-05,0.000476460816571,0.000197644345462,4.6376069804e-05,0.000664519378915,0.00132423033938,0.000529968354385,0.000562238681596
масштабируемость,6.78171272739e-05,5.32587546331e-05,0.0,0.000189406986465,2.24486283275e-15,0.0,5.94361836193e-07,0.0,0.0
аварийный,4.02429614041e-05,0.000311597366817,0.000515094376169,8.61902954057e-05,0.00076659192564,0.000160261013662,2.85182100157e-09,0.000937122502364,0.00309321866371
dп,0.000132099798066,0.0,0.0,2.81526159569e-15,1.24504651922e-06,5.75368181918e-12,0.0,0.0,2.24562136282e-05
электротермия,4.48169236097e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91133432661e-05
абстрактный,0.0,0.000139421987114,0.0,0.0,0.0,3.93448935938e-05,0.0,0.0,0.0
норриш,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21201145602e-05,0.0
календарносетевых,0.0,4.56824689025e-15,0.0,0.0,0.0,4.12076842622e-05,0.0,0.0,0.0
экспериментирование,0.0,0.0,0.0,0.0,0.0,4.12076842622e-05,0.0,0.0,0.0
неисправность,0.000101096571598,4.43036606157e-06,4.6175177397e-12,0.000215443680645,0.00088655896252,3.85566745535e-05,4.93255072342e-08,4.72794854431e-05,1.96370443371e-15
андалусию,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
витепсоле,0.0,4.57841015304e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
заблаговременный,3.29519495024e-10,9.55261564295e-11,5.36861189175e-05,3.6143950246e-12,2.6318385693e-08,8.79311774042e-05,0.0,0.0,0.0
несостоятельный,0.0,0.0,6.20218488621e-05,0.0,0.0,0.0,0.0,0.0,0.0
несинусоидальности,0.0,0.0,0.0,0.0,1.75133085811e-09,0.0,0.0,5.21182555531e-05,0.0
серверного,6.15190856479e-06,7.67241363064e-06,0.0,5.21626279806e-05,1.57193049331e-16,3.06091897073e-05,0.0,0.0,0.0
грм,0.0,0.0,0.0,0.0,0.0,0.0,0.000261411303654,0.0,1.29477507471e-06
персонал,0.000704083417077,0.000226002041018,0.00146447482985,0.000877466867678,9.6323519756e-06,0.0014789554989,6.53741665246e-08,0.000171009785845,0.00109559076373
деформация,0.000933697156142,0.000243522241362,0.000816744402982,7.43036844142e-06,0.000271408382105,0.000313442695187,0.00333701283671,0.000905046763364,0.000530827324837
опрос,0.000360899517545,1.84345128673e-06,0.0,0.000134737245389,3.13222090104e-16,0.000146746038808,0.0,0.000100080680568,0.000299067090964
престижный,0.0,4.73657928524e-05,0.0,0.000117273062642,0.0,5.86912719882e-05,2.3803606382e-05,9.43940394791e-05,0.0
размещение,0.000139385199873,1.65208311955e-05,0.000938032986596,0.000340751546901,2.6570418413e-05,0.000404738209909,0.000171838488313,5.77046812396e-05,0.000349091889802
дивизиональной,5.24762253917e-05,0.0,0.0,0.0,0.0,1.53583326612e-11,0.0,0.0,0.0
network,2.89441686618e-07,0.000123066041851,0.0,0.0,4.5179593144e-05,4.93247280247e-05,0.0,1.04898390418e-05,9.74922004389e-05
днкдиагностика,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
management,5.22725507324e-09,0.000124704252812,0.0,9.31617233851e-15,9.53467231384e-13,5.32332960574e-05,8.6835687398e-05,0.0,0.0
cms,0.000170923754922,0.000104407299659,0.0,0.0,2.26285428653e-05,0.0,0.0,0.0,0.0
доллежаль,3.56751412266e-12,0.0,0.0,0.0,0.0,3.3407147491e-13,0.0,0.0,4.91133432661e-05
мощностиаб,0.0,0.0,0.0,0.0,1.87647364314e-09,0.0,0.0,5.21181209479e-05,0.0
фортепиано,0.0,0.0,4.11618231055e-07,5.32878875674e-05,0.0,0.0,0.0,0.0,0.0
световод,0.0,0.0,0.0,0.000129513951833,0.000202851500944,0.0,0.0,0.0,0.000119858857943
износостойкостьвремя,0.0,0.0,0.0,0.0,0.0,0.0,4.3760821427e-05,0.0,0.0
неблокирующих,0.0,0.0,0.0,0.000160931725986,0.0,0.0,0.0,0.0,0.0
оборуования,0.0,0.0,0.0,3.00397277897e-06,0.0,0.0,0.0,0.0,0.00119076203555
терминальный,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
контрабанда,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
заряжаться,6.05864045999e-13,1.99448186322e-05,0.0,0.0,7.85781012382e-05,3.21631517907e-15,0.0,0.0,4.7082445235e-05
snmp,8.86265024747e-06,9.44133626035e-06,0.0,0.0,8.01014335444e-16,6.69582441333e-05,0.0,0.0,2.59380996677e-16
газато,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9113350542e-05
виноградный,0.0,0.0,0.0,0.000160931725986,0.0,0.0,0.0,0.0,0.0
сбора,0.000428133178502,0.000589547038544,0.000274422956863,3.95996693214e-07,0.000124992991914,0.000405359896831,0.000197550180019,4.80662456539e-05,0.00013285089517
тисленко,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
статически,0.0,9.15682176128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
глинина,0.0,0.0,0.0,0.0,2.17175859544e-16,4.1201543354e-05,4.73691130765e-09,2.13172723917e-09,0.0
пригодный,2.90182688332e-05,0.000149095227243,0.000230965262745,0.00023173824593,0.000178345435415,7.80497888542e-10,2.0439271359e-15,9.83050558716e-05,0.000177597787115
uостг,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104240236396,0.0
подлежать,0.000110813161882,8.83960848963e-10,0.00021265198302,5.04328963871e-05,2.5586470656e-05,2.40972030952e-06,3.89042907045e-05,4.86497410748e-05,5.47970703337e-05
декларация,0.000147433645907,0.0,0.0,7.73579358793e-06,0.0,4.93405132147e-05,0.0,4.42448144895e-05,0.0
бесперебойный,7.89978876128e-05,2.75988316645e-08,0.0,0.0,0.000131731096189,8.11991485534e-05,1.67562916431e-06,5.10427344125e-05,8.90915107448e-05
предохранитель,0.0,2.71970488665e-14,6.24895183137e-05,1.25512113926e-15,0.0,0.0,0.0,5.17271146236e-05,0.0
экспоненциальный,0.00014306299272,0.000245726056164,6.29674645758e-10,0.000207394492463,5.65571026527e-05,9.50794710661e-05,1.39115627462e-07,1.22472590647e-06,7.61660921853e-05
текучесть,5.87977930233e-11,4.31902603959e-12,0.0,5.36009574716e-05,1.87669775187e-05,1.3354908325e-11,0.000357378361514,0.000231966681895,2.74671418943e-09
этилен,0.000104705322883,0.0,0.0,0.0,0.0,0.0,0.0,0.00010448571993,0.0
httpwwwrosteplorutechstatstatshablonphpidp,5.24762472196e-05,0.0,0.0,0.0,0.0,0.0,1.08148373883e-13,0.0,7.98086566062e-16
антибиотик,0.0,0.0,6.22981096967e-05,0.0,4.92489380122e-05,0.000212001134059,4.22517186962e-05,0.0,4.31678126915e-05
тройной,2.5807644306e-06,0.0,0.0,0.0,0.0,0.0,0.000171875275555,5.3330022638e-05,0.0
фрактографический,0.0,0.0,0.0,0.0,0.0,0.0,4.3760817789e-05,0.0,0.0
машинодорожным,0.0,0.0,0.00186563632451,0.0,0.0,0.0,0.0,0.0,0.0
дьяк,0.0,0.0,6.2021856138e-05,0.0,0.0,0.0,0.0,0.0,0.0
дисковый,2.92397612611e-06,2.38121316443e-07,6.23021478532e-05,0.0,0.0,1.18298275993e-05,0.0,0.0,0.000228253411478
предпосылка,2.51164910878e-05,8.90173541848e-05,0.000148391365656,0.000193058818695,0.0,0.000243138318183,5.45011171198e-05,0.00040261974209,8.42312292662e-05
блокировка,1.06453317272e-08,2.96253577226e-09,0.000202941577299,0.000683676218614,0.000185975048225,4.52993954241e-05,0.0,2.95387128091e-08,0.000102288729977
глушко,9.00643826185e-09,0.0,0.0,8.62777904675e-12,0.0,0.0,0.0,0.0,9.82182609732e-05
пвэр,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4295515939e-05,3.56425298378e-05
маршрутизаторы,4.68402872045e-09,9.15394339245e-05,0.0,0.0,0.0,2.22232472424e-08,0.0,0.0,1.17264300009e-16
flexiwaggon,0.0,0.0,6.2021863414e-05,0.0,0.0,0.0,0.0,0.0,0.0
вычисляться,0.000191417639144,0.000761118892115,4.79744208803e-08,1.42989438245e-05,1.54964145622e-05,2.23286524632e-15,1.77611188806e-16,6.29961141385e-05,0.0002424014383
дубовицкая,8.18531134428e-06,3.86426290788e-05,0.0,0.0,1.2031338599e-11,0.0,0.0,0.0,0.0
компаниилидеры,0.0,0.0,0.0,0.0,0.0,4.12076879002e-05,0.0,0.0,0.0
администратор,0.000121901532111,0.000406280450989,0.0,0.0,0.0,3.30973125529e-05,0.0,0.0,0.0
ресурсоспособность,0.0,0.0,0.0,5.36439038115e-05,0.0,1.30618528282e-14,0.0,1.75415202951e-16,0.0
